Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Sam's Club,30.007961455994838,-95.27906145877799,Warehouse Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Fry's Electronics,29.91200744404894,-95.41403849122742,Electronics Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,CVS pharmacy,29.999820673856803,-95.47804543232452,Pharmacy
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Dollar General,29.983466,-95.407131,Discount Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,CVS pharmacy,29.924903551468045,-95.20086978575553,Pharmacy
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Kroger,29.9767768,-95.4915485,Supermarket
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Walgreens,30.053816,-95.4330983,Pharmacy
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Kroger,29.97893339201199,-95.21506996468815,Supermarket
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Walgreens,29.914842,-95.4055402,Pharmacy
"Greenbriar Colony, Aldine Estates",29.97,-95.34,FedEx Office Print & Ship Center,30.0045337,-95.2706118,Shipping Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Target,30.050390048148827,-95.43442143330343,Big Box Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Dollar General,29.874748999999998,-95.30116600000001,Discount Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Kohl's,30.0641,-95.43353,Department Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Sam's Club,29.999473282537984,-95.42240581040794,Warehouse Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Petco,30.05059777544046,-95.43594685817706,Pet Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Sound Revolution,30.01450618800988,-95.45037751668193,Record Shop
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Kroger Signature #376,30.040362102202643,-95.48624396324158,Supermarket
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Family Dollar,29.932608931053597,-95.36731166807574,Discount Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,PetSmart - Free Curbside Pickup Available,29.9271551,-95.204715,Pet Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Walmart Pharmacy,29.9350828125,-95.2520128125,Pharmacy
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Walgreens,30.0479435,-95.3861185,Pharmacy
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Famous Footwear,30.06781753856219,-95.43029180271498,Shoe Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Smoothie King,30.108896,-95.38569,Smoothie Shop
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Walmart Neighborhood Market,29.97300042251345,-95.19275259873397,Grocery Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Family Dollar,30.004790000000003,-95.308453,Discount Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,CVS pharmacy,29.938102307700497,-95.26921267310458,Pharmacy
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Fiesta,29.836115687703007,-95.38519063812316,Supermarket
"Greenbriar Colony, Aldine Estates",29.97,-95.34,The UPS Store,30.004209520317136,-95.28159682108947,Shipping Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Circle K,30.022478999999997,-95.387724,Convenience Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,CVS pharmacy,30.049090626184228,-95.23495278585659,Pharmacy
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Dollar General,29.997528751096983,-95.19423997722728,Discount Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Walgreens,29.979325694906844,-95.21860510110855,Pharmacy
"Greenbriar Colony, Aldine Estates",29.97,-95.34,CVS pharmacy,30.029974850343475,-95.4802690028405,Pharmacy
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Joe V's Smart Shop,30.02185942018905,-95.38283174026719,Grocery Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Alabama-Coushatta Smoke Shop,30.01617369113623,-95.35382427111941,Smoke Shop
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Dollar Tree,29.90071545780511,-95.35529865547947,Discount Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Wal-Mart Neighborhood Market,29.978270325363262,-95.19286260335114,Discount Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,99 cent only store 210 FM 1960,30.003168158845018,-95.26569155646857,Discount Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Antique Gallery,30.073642109995163,-95.44623406825312,Antique Shop
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Corner Store,29.8407329,-95.4116186,Convenience Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Atkinsons Farm,30.060517443861993,-95.46528191448478,Farmers Market
"Greenbriar Colony, Aldine Estates",29.97,-95.34,99 Cents Only Stores,29.948015,-95.421522,Discount Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Circle K,30.005603,-95.28727,Convenience Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Walgreens,30.0135416,-95.4505925,Pharmacy
"Greenbriar Colony, Aldine Estates",29.97,-95.34,The UPS Store,30.050368125295325,-95.24701867999283,Shipping Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Walgreens,29.86935743653543,-95.32932562759015,Pharmacy
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Stein Mart,30.050526928172246,-95.23951828479767,Department Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Family Dollar,29.965503,-95.452138,Discount Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Walgreens,29.82947634372966,-95.36216391255948,Pharmacy
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Family Dollar,29.964881,-95.429851,Discount Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Family Dollar,29.980598400108587,-95.21890161396865,Discount Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Walmart Supercenter,30.008674143932385,-95.28360328039388,Big Box Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Kings express,29.902957,-95.336805,Convenience Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Walmart Neighborhood Market,30.06469856533353,-95.40582209487674,Grocery Store
"Greenbriar Colony, Aldine Estates",29.97,-95.34,Walgreens,30.02211713019027,-95.38618683815002,Pharmacy
"Greenbriar Colony, Aldine Estates",29.97,-95.34,CVS pharmacy,29.84916689057667,-95.33506551285329,Pharmacy
"Southeast Houston, Southpark",29.67,-95.34,"Spec's Wines, Spirits & Finer Foods",29.748694497268623,-95.37694865555139,Liquor Store
"Southeast Houston, Southpark",29.67,-95.34,Target,29.692844991400705,-95.41843855877896,Big Box Store
"Southeast Houston, Southpark",29.67,-95.34,HEB MacGregor Market,29.713732,-95.377456,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,H-E-B,29.7379131,-95.4026184,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,Texas Mattress Makers,29.752096010409602,-95.3237248121643,Mattress Store
"Southeast Houston, Southpark",29.67,-95.34,Phoenicia Specialty Foods,29.754502385638137,-95.3617598578482,Market
"Southeast Houston, Southpark",29.67,-95.34,Trader Joe's,29.739137321386455,-95.41136096166395,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,"Spec's Wines, Spirits & Finer Foods",29.744247888820528,-95.39222463224766,Liquor Store
"Southeast Houston, Southpark",29.67,-95.34,Total Wine & More,29.7053679,-95.4198345,Wine Shop
"Southeast Houston, Southpark",29.67,-95.34,D & Q - The Beer Station,29.734773715943625,-95.38910639446627,Beer Store
"Southeast Houston, Southpark",29.67,-95.34,H-E-B,29.7267244,-95.4271793,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,Whole Foods Market,29.70683332400925,-95.44169206646067,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,"Spec's Wines, Spirits & Finer Foods",29.59774473702675,-95.26551575980437,Liquor Store
"Southeast Houston, Southpark",29.67,-95.34,Rice Village,29.715884923510725,-95.41690263076377,Shopping Mall
"Southeast Houston, Southpark",29.67,-95.34,Kirbside Bar,29.73915182491743,-95.41818404559953,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,Whole Foods Market,29.75799411457671,-95.39764273104588,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,H-E-B,29.6018509,-95.2496955,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,Smoothie King,29.744462,-95.390984,Smoothie Shop
"Southeast Houston, Southpark",29.67,-95.34,Whole Foods Market,29.744379,-95.381412,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,PetSmart,29.739527,-95.411243,Pet Store
"Southeast Houston, Southpark",29.67,-95.34,Central Market,29.7410098,-95.44379,Gourmet Shop
"Southeast Houston, Southpark",29.67,-95.34,Al-Ameen Halal Meat,29.685192954261364,-95.39125016208939,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,Costco,29.733971115841793,-95.43964074339954,Warehouse Store
"Southeast Houston, Southpark",29.67,-95.34,Kroger,29.5825474,-95.3898638,Supermarket
"Southeast Houston, Southpark",29.67,-95.34,Sprouts Farmers Market,29.7746374,-95.4002306,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,Highland Village,29.7416493273977,-95.44676971193074,Shopping Mall
"Southeast Houston, Southpark",29.67,-95.34,River Oaks District,29.74278708403033,-95.453509579883,Shopping Mall
"Southeast Houston, Southpark",29.67,-95.34,Premium Draught,29.785078174746292,-95.38786487992098,Beer Store
"Southeast Houston, Southpark",29.67,-95.34,Kroger,29.695869,-95.415516,Supermarket
"Southeast Houston, Southpark",29.67,-95.34,Fiesta Mart,29.690640703345146,-95.41476688911051,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,Sprouts Farmers Market,29.558096877198146,-95.34817188978195,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,H-E-B plus!,29.5589001,-95.3907595,Supermarket
"Southeast Houston, Southpark",29.67,-95.34,"Spec's Wines, Spirits & Finer Foods",29.7227454885471,-95.4401333159328,Liquor Store
"Southeast Houston, Southpark",29.67,-95.34,H-E-B,29.5582134,-95.2649669,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,Academy Sports + Outdoors,29.7323123,-95.4157543,Sporting Goods Shop
"Southeast Houston, Southpark",29.67,-95.34,Buchanan's Native Plants,29.791149286134544,-95.39176072335081,Flower Shop
"Southeast Houston, Southpark",29.67,-95.34,Kroger,29.7274415,-95.4305636,Supermarket
"Southeast Houston, Southpark",29.67,-95.34,Smoothie King,29.775785,-95.382698,Smoothie Shop
"Southeast Houston, Southpark",29.67,-95.34,Walgreens,29.7232028,-95.3793189,Pharmacy
"Southeast Houston, Southpark",29.67,-95.34,Meyerland Plaza,29.68781133559464,-95.46093611001596,Shopping Mall
"Southeast Houston, Southpark",29.67,-95.34,PetSmart,29.689347,-95.4135854,Pet Store
"Southeast Houston, Southpark",29.67,-95.34,The Galleria,29.7368358,-95.4636925,Shopping Mall
"Southeast Houston, Southpark",29.67,-95.34,Whole Foods Market,29.749479791687545,-95.46163506664445,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,Pepper Twins,29.75267404,-95.40339739,Health Food Store
"Southeast Houston, Southpark",29.67,-95.34,The Container Store,29.741415225598274,-95.46005247032731,Furniture / Home Store
"Southeast Houston, Southpark",29.67,-95.34,Total Wine & More,29.554346424183304,-95.38091692394823,Wine Shop
"Southeast Houston, Southpark",29.67,-95.34,Total Wine & More,29.751325699382097,-95.46231890674585,Wine Shop
"Southeast Houston, Southpark",29.67,-95.34,Costco,29.54417732862483,-95.3908870093579,Warehouse Store
"Southeast Houston, Southpark",29.67,-95.34,Hobby Lobby,29.559221,-95.39451,Fabric Shop
"Southeast Houston, Southpark",29.67,-95.34,Walgreens,29.579937329663395,-95.39913117885595,Pharmacy
"Southeast Houston, Southpark",29.67,-95.34,Walgreens,29.7144789,-95.295355,Pharmacy
"Southeast Houston, Southpark",29.67,-95.34,Micro Center,29.724975553127997,-95.46689928963602,Electronics Store
"Southeast Houston, Southpark",29.67,-95.34,Mi Tienda,29.6636845,-95.2088761,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,Manready Mercantile,29.803043048215088,-95.40226318352558,Men's Store
"Southeast Houston, Southpark",29.67,-95.34,Pearland Town Center,29.553374500701494,-95.39377212524414,Shopping Mall
"Southeast Houston, Southpark",29.67,-95.34,Stripes,29.676566049785663,-95.26748426489418,Convenience Store
"Southeast Houston, Southpark",29.67,-95.34,Whole Foods,29.738895,-95.418173,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,PetSmart,29.7239084,-95.4593838,Pet Store
"Southeast Houston, Southpark",29.67,-95.34,CVS pharmacy,29.55596365270911,-95.36801998144283,Pharmacy
"Southeast Houston, Southpark",29.67,-95.34,Chick-fil-A,29.6281,-95.23246,Food Service
"Southeast Houston, Southpark",29.67,-95.34,"Spec's Wines, Spirits & Finer Foods",29.732484758031248,-95.46428225016463,Liquor Store
"Southeast Houston, Southpark",29.67,-95.34,Target,29.74507658164775,-95.45362958238226,Big Box Store
"Southeast Houston, Southpark",29.67,-95.34,Walgreens,29.7409721,-95.4677254,Pharmacy
"Southeast Houston, Southpark",29.67,-95.34,Walgreens,29.7410742,-95.4406324,Pharmacy
"Southeast Houston, Southpark",29.67,-95.34,Walmart Neighborhood Market,29.55600710141861,-95.41572000902228,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,Target,29.55323364184265,-95.38386608166181,Big Box Store
"Southeast Houston, Southpark",29.67,-95.34,Target,29.77467685280716,-95.38498275102646,Big Box Store
"Southeast Houston, Southpark",29.67,-95.34,CVS pharmacy,29.729950011163236,-95.41909864816579,Pharmacy
"Southeast Houston, Southpark",29.67,-95.34,Sam's Club,29.567652108326026,-95.38967468093367,Warehouse Store
"Southeast Houston, Southpark",29.67,-95.34,H-E-B,29.6886245,-95.4642329,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,Randalls,29.7488304,-95.3747111,Supermarket
"Southeast Houston, Southpark",29.67,-95.34,Walgreens,29.665746247079873,-95.18727382896031,Pharmacy
"Southeast Houston, Southpark",29.67,-95.34,Kroger,29.5605699,-95.3489337,Supermarket
"Southeast Houston, Southpark",29.67,-95.34,PetSmart,29.7741444,-95.3831729,Pet Store
"Southeast Houston, Southpark",29.67,-95.34,Target,29.602102189467733,-95.26454888740288,Big Box Store
"Southeast Houston, Southpark",29.67,-95.34,Kroger,29.7736237,-95.3899761,Supermarket
"Southeast Houston, Southpark",29.67,-95.34,Kroger,29.6694668,-95.4636655,Supermarket
"Southeast Houston, Southpark",29.67,-95.34,CVS pharmacy,29.694490276123894,-95.41501915347386,Pharmacy
"Southeast Houston, Southpark",29.67,-95.34,H-E-B,29.7076528,-95.4698099,Grocery Store
"Southeast Houston, Southpark",29.67,-95.34,Best Buy,29.55918,-95.385305,Electronics Store
"Southeast Houston, Southpark",29.67,-95.34,CVS pharmacy,29.75152990058736,-95.37637780741177,Pharmacy
"Southeast Houston, Southpark",29.67,-95.34,DICK'S Sporting Goods,29.743868991229565,-95.46024316598555,Sporting Goods Shop
"Southeast Houston, Southpark",29.67,-95.34,Sam's Club,29.72419938926226,-95.47079795175348,Warehouse Store
"Southeast Houston, Southpark",29.67,-95.34,Randalls,29.7488787,-95.4658379,Supermarket
"Southeast Houston, Southpark",29.67,-95.34,PETCO,29.746612383543432,-95.41084381511897,Pet Store
"Southeast Houston, Southpark",29.67,-95.34,Walgreens,29.6932069,-95.4127839,Pharmacy
"Southeast Houston, Southpark",29.67,-95.34,Kroger,29.754123111789752,-95.40543706747485,Supermarket
"Southeast Houston, Southpark",29.67,-95.34,Macy's,29.737893463506403,-95.46436099175105,Department Store
"Southeast Houston, Southpark",29.67,-95.34,Fish Gallery,29.73518178548169,-95.48411932629477,Pet Store
"Southeast Houston, Southpark",29.67,-95.34,Walgreens,29.742854063730295,-95.39039120078087,Pharmacy
"Southeast Houston, Southpark",29.67,-95.34,WB Liquors & Wine,29.544160473971996,-95.39083730152498,Liquor Store
"Southeast Houston, Southpark",29.67,-95.34,Petco,29.723633403217775,-95.44202018938026,Pet Store
"Southeast Houston, Southpark",29.67,-95.34,Walgreens,29.6719744,-95.2765688,Pharmacy
"Southeast Houston, Southpark",29.67,-95.34,Kroger,29.5605458,-95.2714549,Supermarket
"Southeast Houston, Southpark",29.67,-95.34,Kroger,29.66336977739779,-95.18954560163365,Supermarket
"Southeast Houston, Southpark",29.67,-95.34,Marshalls,29.7428056800702,-95.46144448298116,Department Store
"Southeast Houston, Southpark",29.67,-95.34,Target,29.686719006040402,-95.462403432708,Big Box Store
"Southeast Houston, Southpark",29.67,-95.34,Walgreens,29.768195807272175,-95.23334920406342,Pharmacy
"Southeast Houston, Southpark",29.67,-95.34,99 Cents Only Stores,29.681642999999998,-95.439135,Discount Store
"Southeast Houston, Southpark",29.67,-95.34,JCPenney,29.6869047,-95.4632169,Department Store
Edgebrook,29.62,-95.2,Academy Sports + Outdoors,29.6398215,-95.1569493,Sporting Goods Shop
Edgebrook,29.62,-95.2,H-E-B,29.6018509,-95.2496955,Grocery Store
Edgebrook,29.62,-95.2,PUFF N STUFF,29.664176489061465,-95.21203301128439,Hobby Shop
Edgebrook,29.62,-95.2,H-E-B,29.6486983,-95.1445449,Grocery Store
Edgebrook,29.62,-95.2,HEB Clear Lake Marketplace,29.605931214266526,-95.12662763338714,Market
Edgebrook,29.62,-95.2,"Spec's Wines, Spirits & Finer Foods",29.59774473702675,-95.26551575980437,Liquor Store
Edgebrook,29.62,-95.2,Mi Tienda,29.6636845,-95.2088761,Grocery Store
Edgebrook,29.62,-95.2,Chick-fil-A,29.6281,-95.23246,Food Service
Edgebrook,29.62,-95.2,PetSmart,29.646967,-95.153681,Pet Store
Edgebrook,29.62,-95.2,Academy Sports + Outdoors,29.640631614640018,-95.24577587842936,Sporting Goods Shop
Edgebrook,29.62,-95.2,Walgreens,29.665746247079873,-95.18727382896031,Pharmacy
Edgebrook,29.62,-95.2,H-E-B,29.5582134,-95.2649669,Grocery Store
Edgebrook,29.62,-95.2,Total Wine & More,29.5475107,-95.151625,Wine Shop
Edgebrook,29.62,-95.2,Chick-fil-A,29.664406,-95.187314,Food Service
Edgebrook,29.62,-95.2,Sam's Club,29.550030941130682,-95.15638404829998,Grocery Store
Edgebrook,29.62,-95.2,Kroger,29.6032787,-95.2148579,Supermarket
Edgebrook,29.62,-95.2,DICK'S Sporting Goods,29.549001105025386,-95.15207778508386,Sporting Goods Shop
Edgebrook,29.62,-95.2,Target,29.65231116078195,-95.1524904211031,Big Box Store
Edgebrook,29.62,-95.2,Academy Sports + Outdoors,29.56163384861508,-95.26076942682266,Sporting Goods Shop
Edgebrook,29.62,-95.2,"Spec's Wines, Spirits & Finer Foods",29.55670059007617,-95.11986096579214,Liquor Store
Edgebrook,29.62,-95.2,Dollar General,29.613711,-95.222123,Discount Store
Edgebrook,29.62,-95.2,Kroger,29.66336977739779,-95.18954560163365,Supermarket
Edgebrook,29.62,-95.2,World Market,29.5402518264985,-95.1368460211415,Furniture / Home Store
Edgebrook,29.62,-95.2,Costco,29.53342291896805,-95.13935217189497,Warehouse Store
Edgebrook,29.62,-95.2,Staples,29.5429919,-95.1417813,Paper / Office Supplies Store
Edgebrook,29.62,-95.2,Baybrook Mall,29.5442567,-95.1495813,Shopping Mall
Edgebrook,29.62,-95.2,Walgreens,29.6492905,-95.1429675,Pharmacy
Edgebrook,29.62,-95.2,Best Buy,29.543781,-95.139787,Electronics Store
Edgebrook,29.62,-95.2,H-E-B,29.66706577524281,-95.09676388955074,Grocery Store
Edgebrook,29.62,-95.2,H-E-B,29.6062632,-95.1272013,Grocery Store
Edgebrook,29.62,-95.2,Kroger,29.577870942071915,-95.1203987152985,Supermarket
Edgebrook,29.62,-95.2,Kroger,29.5211327,-95.1596638,Supermarket
Edgebrook,29.62,-95.2,Armstrong McCall,29.639325051542052,-95.2399903095252,Cosmetics Shop
Edgebrook,29.62,-95.2,H-E-B,29.5057334,-95.1908829,Grocery Store
Edgebrook,29.62,-95.2,Michaels,29.53930592390622,-95.13769251117992,Arts & Crafts Store
Edgebrook,29.62,-95.2,Academy Sports + Outdoors,29.519377860684614,-95.11959667783225,Sporting Goods Shop
Edgebrook,29.62,-95.2,Target,29.536540006866534,-95.15131372691575,Big Box Store
Edgebrook,29.62,-95.2,PetSmart,29.536446,-95.149752,Pet Store
Edgebrook,29.62,-95.2,Target,29.602102189467733,-95.26454888740288,Big Box Store
Edgebrook,29.62,-95.2,CVS pharmacy,29.574195723949135,-95.10938006313215,Pharmacy
Edgebrook,29.62,-95.2,Sun & Ski Sports,29.537941121901206,-95.14329701176456,Sporting Goods Shop
Edgebrook,29.62,-95.2,Dollar Tree,29.523013028097264,-95.16308036731925,Discount Store
Edgebrook,29.62,-95.2,Kohl's,29.555242,-95.156311,Department Store
Edgebrook,29.62,-95.2,PetSmart,29.606479178305676,-95.12406527996063,Pet Store
Edgebrook,29.62,-95.2,Walgreens,29.574109471919922,-95.11191353201866,Pharmacy
Edgebrook,29.62,-95.2,Walgreens,29.6123613,-95.2237466,Pharmacy
Edgebrook,29.62,-95.2,David's Bridal,29.551305824989843,-95.15554502606392,Bridal Shop
Edgebrook,29.62,-95.2,Walgreens,29.646295835199787,-95.22186024119947,Pharmacy
Edgebrook,29.62,-95.2,Old Navy,29.538027135697924,-95.14500881927354,Clothing Store
Edgebrook,29.62,-95.2,Kroger,29.5605458,-95.2714549,Supermarket
Edgebrook,29.62,-95.2,Sprouts Farmers Market,29.558096877198146,-95.34817188978195,Grocery Store
Edgebrook,29.62,-95.2,Walgreens,29.533530641765996,-95.20684361457825,Pharmacy
Edgebrook,29.62,-95.2,Walgreens,29.681658634577605,-95.22743503214775,Pharmacy
Edgebrook,29.62,-95.2,At Home,29.5245915,-95.1300856,Furniture / Home Store
Edgebrook,29.62,-95.2,Walgreens,29.558929803118208,-95.31506538391113,Pharmacy
Edgebrook,29.62,-95.2,Dollar Tree,29.662510357666015,-95.1347659923974,Discount Store
Edgebrook,29.62,-95.2,Chick-fil-A,29.5586622,-95.2612147,Food Service
Edgebrook,29.62,-95.2,Stripes,29.676566049785663,-95.26748426489418,Convenience Store
Edgebrook,29.62,-95.2,Tuesday Morning,29.641140980420044,-95.15620132097557,Discount Store
Edgebrook,29.62,-95.2,Half Price Books,29.5464875,-95.1083427,Bookstore
Edgebrook,29.62,-95.2,Kroger,29.5583927,-95.1246794,Supermarket
Edgebrook,29.62,-95.2,Corner Store,29.5765135,-95.1411575,Convenience Store
Edgebrook,29.62,-95.2,Spec's Wine & Spirits,29.502264506799026,-95.11125811856971,Liquor Store
Edgebrook,29.62,-95.2,Walmart Supercenter,29.54615285320242,-95.23578376825981,Big Box Store
Edgebrook,29.62,-95.2,Fiesta Mart Inc,29.666010262531344,-95.21142111925693,Grocery Store
Edgebrook,29.62,-95.2,Dollar General,29.612151567513024,-95.27770626586093,Discount Store
Edgebrook,29.62,-95.2,Dillard's,29.543371574449107,-95.14986008171459,Department Store
Edgebrook,29.62,-95.2,Walgreens,29.5103249,-95.1881919,Pharmacy
Edgebrook,29.62,-95.2,H-E-B,29.5544907,-95.1176364,Grocery Store
Edgebrook,29.62,-95.2,Fry's Electronics,29.5210299020933,-95.12195041441667,Electronics Store
Edgebrook,29.62,-95.2,Hobby Lobby,29.5354739,-95.1350536,Fabric Shop
Edgebrook,29.62,-95.2,T-Mobile,29.6337511,-95.236745,Mobile Phone Shop
Edgebrook,29.62,-95.2,Walgreens,29.4908319,-95.1531035,Pharmacy
Edgebrook,29.62,-95.2,Randalls,29.538624,-95.063096,Supermarket
Edgebrook,29.62,-95.2,CVS pharmacy,29.676403582526348,-95.28972816564162,Pharmacy
Edgebrook,29.62,-95.2,Walgreens,29.6817121,-95.1239338,Pharmacy
Edgebrook,29.62,-95.2,Ross Dress for Less,29.62832938162215,-95.23772874083492,Clothing Store
Edgebrook,29.62,-95.2,Kroger,29.5605699,-95.3489337,Supermarket
Edgebrook,29.62,-95.2,Kroger,29.6653696,-95.1352625,Supermarket
Edgebrook,29.62,-95.2,Walgreens,29.684767215203586,-95.29090404510498,Pharmacy
Edgebrook,29.62,-95.2,Walmart Neighborhood Market,29.499421813368333,-95.12573810083697,Grocery Store
Edgebrook,29.62,-95.2,Food Town,29.560627468963943,-95.33042726089785,Grocery Store
Edgebrook,29.62,-95.2,CVS pharmacy,29.548992514544416,-95.09564263273991,Pharmacy
Edgebrook,29.62,-95.2,Stripes,29.696617609864298,-95.3193971797459,Convenience Store
Edgebrook,29.62,-95.2,99 Cents Only Stores,29.649971,-95.181753,Discount Store
Edgebrook,29.62,-95.2,Walgreens,29.7144789,-95.295355,Pharmacy
Edgebrook,29.62,-95.2,The UPS Store,29.5923193,-95.1404532,Shipping Store
Edgebrook,29.62,-95.2,Tuesday Morning,29.5320534,-95.2053846,Discount Store
Edgebrook,29.62,-95.2,Dollar General,29.652502000000002,-95.072312,Discount Store
Edgebrook,29.62,-95.2,Hong Kong Food Market,29.651134066741736,-95.2522715851177,Supermarket
Edgebrook,29.62,-95.2,Best Buy,29.6463467,-95.1541912,Electronics Store
Edgebrook,29.62,-95.2,Walgreens,29.547995451257943,-95.10197058320045,Pharmacy
Edgebrook,29.62,-95.2,Joseph's Nursery,29.529181,-95.32893,Flower Shop
Edgebrook,29.62,-95.2,Walgreens,29.5058601,-95.1051447,Pharmacy
Edgebrook,29.62,-95.2,Big Lots,29.528102036745302,-95.12820932577762,Big Box Store
Edgebrook,29.62,-95.2,Walgreens,29.6719744,-95.2765688,Pharmacy
Edgebrook,29.62,-95.2,Big Lots,29.6621665737181,-95.133425945998,Big Box Store
Edgebrook,29.62,-95.2,Family Dollar,29.649765000000002,-95.20657800000001,Discount Store
Edgebrook,29.62,-95.2,Sam's Club,29.61619113828596,-95.22004167164843,Warehouse Store
Edgebrook,29.62,-95.2,Dollar General,29.69517289645623,-95.1228715486015,Discount Store
"Westbury, Southeast Houston",29.65,-95.48,Meyerland Plaza,29.68781133559464,-95.46093611001596,Shopping Mall
"Westbury, Southeast Houston",29.65,-95.48,Whole Foods Market,29.70683332400925,-95.44169206646067,Grocery Store
"Westbury, Southeast Houston",29.65,-95.48,Joe V's Smart Shop,29.655176,-95.513204,Grocery Store
"Westbury, Southeast Houston",29.65,-95.48,Target,29.692844991400705,-95.41843855877896,Big Box Store
"Westbury, Southeast Houston",29.65,-95.48,Kroger,29.6694668,-95.4636655,Supermarket
"Westbury, Southeast Houston",29.65,-95.48,H Mart,29.70615440149667,-95.55390669781087,Supermarket
"Westbury, Southeast Houston",29.65,-95.48,Bedrock City Comic Co.,29.738429130167564,-95.49966111103411,Comic Shop
"Westbury, Southeast Houston",29.65,-95.48,Chocolat zeina,29.738490850482208,-95.49033461045305,Chocolate Shop
"Westbury, Southeast Houston",29.65,-95.48,Total Wine & More,29.7053679,-95.4198345,Wine Shop
"Westbury, Southeast Houston",29.65,-95.48,H-E-B,29.7267244,-95.4271793,Grocery Store
"Westbury, Southeast Houston",29.65,-95.48,The Galleria,29.7368358,-95.4636925,Shopping Mall
"Westbury, Southeast Houston",29.65,-95.48,River Oaks District,29.74278708403033,-95.453509579883,Shopping Mall
"Westbury, Southeast Houston",29.65,-95.48,Central Market,29.7410098,-95.44379,Gourmet Shop
"Westbury, Southeast Houston",29.65,-95.48,"Spec's Wines, Spirits & Finer Foods",29.738083222098417,-95.51041953766054,Liquor Store
"Westbury, Southeast Houston",29.65,-95.48,H-E-B,29.6886245,-95.4642329,Grocery Store
