Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Addison,32.96,-96.84,Whole Foods Market,32.95318325066417,-96.82118894584136,Grocery Store
Addison,32.96,-96.84,Trader Joe's,32.95067895158459,-96.80198147243969,Grocery Store
Addison,32.96,-96.84,Spec's,32.95385055583497,-96.8307954585627,Liquor Store
Addison,32.96,-96.84,Galleria Dallas,32.93002154835603,-96.81964253641392,Shopping Mall
Addison,32.96,-96.84,QuikTrip,32.933408212781835,-96.80260006916568,Convenience Store
Addison,32.96,-96.84,Tom Thumb,32.9523183,-96.8058468,Grocery Store
Addison,32.96,-96.84,Sprouts Farmers Market,32.9769489,-96.7649131,Grocery Store
Addison,32.96,-96.84,Total Wine & More,33.0297645,-96.837159,Wine Shop
Addison,32.96,-96.84,Super H-Mart,32.98499026997583,-96.91196632132015,Supermarket
Addison,32.96,-96.84,Costco,32.91923391258573,-96.76831667800005,Warehouse Store
Addison,32.96,-96.84,Central Market,33.0021965,-96.7646127,Gourmet Shop
Addison,32.96,-96.84,Market Street,33.02586512450553,-96.7993875146567,Grocery Store
Addison,32.96,-96.84,Trader Joe's,33.029319892351225,-96.79331933155652,Grocery Store
Addison,32.96,-96.84,Whole Foods Market,32.9075953760098,-96.80333647994816,Grocery Store
Addison,32.96,-96.84,Whole Foods Market,33.02956139792221,-96.79648557725595,Grocery Store
Addison,32.96,-96.84,Costco,33.02395613502311,-96.83134728267883,Warehouse Store
Addison,32.96,-96.84,Spec's,33.027070869214675,-96.82688739694827,Liquor Store
Addison,32.96,-96.84,99 Ranch Market,32.98100144864071,-96.90870689298166,Supermarket
Addison,32.96,-96.84,Kroger,32.99811907032441,-96.84592982801438,Supermarket
Addison,32.96,-96.84,Trader Joe's,32.88068055747814,-96.77247615522731,Grocery Store
Addison,32.96,-96.84,QuikTrip,32.90609002323001,-96.91924459435113,Convenience Store
Addison,32.96,-96.84,The Shops at Willow Bend,33.0306982771021,-96.83240174443202,Shopping Mall
Addison,32.96,-96.84,Central Market,32.8654419,-96.8364784,Gourmet Shop
Addison,32.96,-96.84,Micro Center,32.93788638755158,-96.74990083930437,Electronics Store
Addison,32.96,-96.84,Spec's,32.87862802724797,-96.76915532371054,Liquor Store
Addison,32.96,-96.84,Total Wine & More,32.874457,-96.768189,Wine Shop
Addison,32.96,-96.84,Academy Sports + Outdoors,33.0464435,-96.8319659,Sporting Goods Shop
Addison,32.96,-96.84,PetSmart,32.9840789,-96.7697571,Pet Store
Addison,32.96,-96.84,QuikTrip,33.00811794378546,-96.79502878376192,Convenience Store
Addison,32.96,-96.84,NorthPark Center,32.86857636691755,-96.77295513984531,Shopping Mall
Addison,32.96,-96.84,Whole Foods Market,32.871567714949514,-96.76575690507887,Grocery Store
Addison,32.96,-96.84,Sam's Club,32.922262741765486,-96.84287007074771,Warehouse Store
Addison,32.96,-96.84,Dollar Tree,32.98552,-96.843801,Discount Store
Addison,32.96,-96.84,WinCo Foods,32.98669681448198,-96.88916788920085,Supermarket
Addison,32.96,-96.84,Kroger,32.9707789,-96.9609582,Supermarket
Addison,32.96,-96.84,Costco,32.99828548315984,-96.96404223085615,Warehouse Store
Addison,32.96,-96.84,Total Wine & More,33.0103373,-96.7097292,Wine Shop
Addison,32.96,-96.84,Whole Foods Market,32.901396414405326,-96.96034914786165,Grocery Store
Addison,32.96,-96.84,Tom Thumb,32.9110939,-96.8023728,Grocery Store
Addison,32.96,-96.84,The Shops At Legacy,33.077835231986164,-96.82125954128423,Shopping Plaza
Addison,32.96,-96.84,Michaels,33.029097944989786,-96.83715204368133,Arts & Crafts Store
Addison,32.96,-96.84,Central Market,32.8497832,-96.7686762,Grocery Store
Addison,32.96,-96.84,Kroger Marketplace,33.0622422,-96.8890778,Supermarket
Addison,32.96,-96.84,Kroger,32.984462873724645,-96.80119426580859,Supermarket
Addison,32.96,-96.84,Sprouts Farmers Market,32.8761124,-96.7341862,Grocery Store
Addison,32.96,-96.84,Kroger,33.04759423928853,-96.83198601007462,Supermarket
Addison,32.96,-96.84,Total Wine & More,33.00883540513341,-96.97890713491824,Wine Shop
Addison,32.96,-96.84,Tom Thumb,32.9797026,-96.7667661,Grocery Store
Addison,32.96,-96.84,Whole Foods Market,32.99869700503759,-96.69872017831952,Grocery Store
Addison,32.96,-96.84,Sam's Club,33.00177830827298,-96.77003323421714,Warehouse Store
Addison,32.96,-96.84,spec's,33.01868669209452,-96.76746685524843,Liquor Store
Addison,32.96,-96.84,Royal Blue Grocery,32.83532598190488,-96.80470919522881,Grocery Store
Addison,32.96,-96.84,Target,32.950908704806345,-96.85386876592146,Big Box Store
Addison,32.96,-96.84,Nebraska Furniture Mart,33.072537518049565,-96.86699186422508,Furniture / Home Store
Addison,32.96,-96.84,Sprouts Farmers Market,32.97060890762165,-96.99556589126587,Grocery Store
Addison,32.96,-96.84,Total Wine & More,33.0970691,-96.801502,Wine Shop
Addison,32.96,-96.84,PetSmart,32.85436965620344,-96.7687852541069,Pet Store
Addison,32.96,-96.84,Trader Joe's,32.821883384766046,-96.78986469259834,Grocery Store
Addison,32.96,-96.84,Barnes & Noble,33.00595810180095,-96.9786092796569,Bookstore
Addison,32.96,-96.84,Tom Thumb,32.9107746,-96.8530131,Grocery Store
Addison,32.96,-96.84,Hobby Lobby,33.0175628,-96.7156956,Fabric Shop
Addison,32.96,-96.84,Pet Supplies Plus,32.81876640483231,-96.81763113985517,Pet Store
Addison,32.96,-96.84,CVS pharmacy,33.02533216294607,-96.88544158143749,Pharmacy
Addison,32.96,-96.84,Kroger,32.9087247,-96.9611122,Supermarket
Addison,32.96,-96.84,Whole Foods Market,32.82047490184289,-96.8148822046511,Grocery Store
Addison,32.96,-96.84,H Mart,33.03901155695478,-96.69705910986846,Supermarket
Addison,32.96,-96.84,QuikTrip,32.99755984891784,-96.8625385152226,Convenience Store
Addison,32.96,-96.84,Tom Thumb,32.9998551,-96.7936833,Grocery Store
Addison,32.96,-96.84,Sprouts Farmers Market,33.06971449118448,-96.77336633205408,Grocery Store
Addison,32.96,-96.84,Target,33.064195153620325,-96.88494982537502,Big Box Store
Addison,32.96,-96.84,Target,33.030470200293465,-96.82742539841693,Big Box Store
Addison,32.96,-96.84,QuikTrip,33.00656388104498,-96.69892128888662,Convenience Store
Addison,32.96,-96.84,Target,33.01232728357005,-96.97069264979146,Big Box Store
Addison,32.96,-96.84,Southwest Farmers Market,32.91571518132909,-96.69901470401331,Flea Market
Addison,32.96,-96.84,Tom Thumb,32.8598617,-96.9572287,Supermarket
Addison,32.96,-96.84,Floyd's 99 Barbershop,32.98909753391816,-96.99388931850191,Cosmetics Shop
Addison,32.96,-96.84,Kroger,32.952991397870974,-96.76772904372555,Supermarket
Addison,32.96,-96.84,Pogo's Wine & Spirits,32.850175511316614,-96.82101237247514,Wine Shop
Addison,32.96,-96.84,Stonebriar Centre,33.0991442,-96.8114882,Shopping Mall
Addison,32.96,-96.84,Tom Thumb,32.8445,-96.8226018,Supermarket
Addison,32.96,-96.84,Target,32.98243226856123,-96.76970957059834,Big Box Store
Addison,32.96,-96.84,Kroger,32.9081564,-96.7450171,Supermarket
Addison,32.96,-96.84,Target,32.91363733715872,-96.96218689446881,Big Box Store
Addison,32.96,-96.84,Tom Thumb,32.9988139,-96.7305525,Grocery Store
Addison,32.96,-96.84,Walgreens,33.0707574227338,-96.77457332611084,Pharmacy
Addison,32.96,-96.84,JOANN Fabrics and Crafts,33.00663741808147,-96.97603379988854,Fabric Shop
Addison,32.96,-96.84,Walgreens,32.9730467,-96.8907751,Pharmacy
Addison,32.96,-96.84,Kroger,33.01964,-96.9132498,Supermarket
Addison,32.96,-96.84,Target,32.862575112632975,-96.85431395188571,Big Box Store
Addison,32.96,-96.84,Target,32.85707678731128,-96.75264358520508,Big Box Store
Addison,32.96,-96.84,Target,32.864137,-96.80781999999999,Big Box Store
Addison,32.96,-96.84,Sam's Club,33.095105112079004,-96.79979733209392,Warehouse Store
Addison,32.96,-96.84,Kroger,33.0389452,-96.7348536,Supermarket
Addison,32.96,-96.84,Walmart Neighborhood Market,33.018299430160276,-96.91598430438272,Grocery Store
Addison,32.96,-96.84,Village On The Parkway,32.95162210286639,-96.81914443806126,Shopping Mall
Addison,32.96,-96.84,Best Buy,32.87545791365232,-96.76808648034623,Electronics Store
Addison,32.96,-96.84,Walgreens,32.8813042161067,-96.96330711205036,Pharmacy
Addison,32.96,-96.84,Market Street,32.980607545047654,-97.00689286357638,Grocery Store
Addison,32.96,-96.84,Target,32.86554333167466,-96.74518238048475,Big Box Store
Addison,32.96,-96.84,Sam's Club,32.91989646984302,-96.96272347443525,Warehouse Store
West Allen,33.08,-96.61,Kroger,33.0829117,-96.644842,Supermarket
West Allen,33.08,-96.61,Walmart Supercenter,33.088310640183586,-96.61850921867214,Big Box Store
West Allen,33.08,-96.61,Watters Creek,33.088791494058405,-96.68383781927373,Shopping Plaza
West Allen,33.08,-96.61,Market Street,33.089635942338106,-96.68471932411194,Grocery Store
West Allen,33.08,-96.61,Total Wine & More,33.1263062,-96.6597375,Wine Shop
West Allen,33.08,-96.61,Whole Foods Market,33.13097125726671,-96.65650172667111,Grocery Store
West Allen,33.08,-96.61,The Village At Fairview,33.131862,-96.650803,Shopping Mall
West Allen,33.08,-96.61,Cabela's,33.12145999318888,-96.66386649012571,Outdoor Supply Store
West Allen,33.08,-96.61,The Village at Allen,33.12733546423632,-96.65787412037587,Shopping Plaza
West Allen,33.08,-96.61,Mitsuwa Marketplace,33.06691607582623,-96.6932560654441,Grocery Store
West Allen,33.08,-96.61,Harley-Davidson Of Dallas,33.09854,-96.67936,Motorcycle Shop
West Allen,33.08,-96.61,The Container Store,33.130714738708654,-96.65330554164387,Furniture / Home Store
West Allen,33.08,-96.61,Kroger Marketplace,33.008674266111434,-96.57495886548845,Supermarket
West Allen,33.08,-96.61,Kroger,33.1159904,-96.6498817,Supermarket
West Allen,33.08,-96.61,Sprouts Farmers Market,33.1142606461363,-96.69737028772943,Grocery Store
West Allen,33.08,-96.61,Target,33.12390783366084,-96.66174541672487,Big Box Store
West Allen,33.08,-96.61,H Mart,33.03901155695478,-96.69705910986846,Supermarket
West Allen,33.08,-96.61,Sprouts Farmers Market,33.013412697865746,-96.60832732915884,Grocery Store
West Allen,33.08,-96.61,Hobby Lobby,33.103835,-96.680463,Fabric Shop
West Allen,33.08,-96.61,Trader Joe's,33.17367353099718,-96.64283941780906,Grocery Store
West Allen,33.08,-96.61,Spec's,33.04153009132671,-96.70065076051492,Liquor Store
West Allen,33.08,-96.61,Costco,33.04460575954025,-96.69934673778249,Warehouse Store
West Allen,33.08,-96.61,Walgreens,33.030737305024275,-96.68368130922318,Pharmacy
West Allen,33.08,-96.61,PetSmart,33.008944,-96.591691,Pet Store
West Allen,33.08,-96.61,Kroger,33.015134,-96.6558873,Supermarket
West Allen,33.08,-96.61,Total Wine & More,33.0103373,-96.7097292,Wine Shop
West Allen,33.08,-96.61,Daiso,33.05821045140073,-96.69466617634437,Discount Store
West Allen,33.08,-96.61,QuikTrip,33.05664684406691,-96.69192280730591,Convenience Store
West Allen,33.08,-96.61,99 Ranch Market,33.05898878400217,-96.69486742972323,Supermarket
West Allen,33.08,-96.61,Whole Foods Market,32.99869700503759,-96.69872017831952,Grocery Store
West Allen,33.08,-96.61,QuikTrip,33.179122438689106,-96.61943120921224,Convenience Store
West Allen,33.08,-96.61,Market Street,33.17525730000001,-96.69561840000001,Supermarket
West Allen,33.08,-96.61,Choice Beverage,33.173207161846115,-96.67783162748668,Food & Drink Shop
West Allen,33.08,-96.61,QuikTrip,33.0117445672763,-96.59145886024238,Convenience Store
West Allen,33.08,-96.61,Firewheel Town Center,32.95394537485001,-96.61274525344237,Shopping Mall
West Allen,33.08,-96.61,Best Buy,33.035557,-96.703647,Electronics Store
West Allen,33.08,-96.61,QuikTrip,33.00656388104498,-96.69892128888662,Convenience Store
West Allen,33.08,-96.61,Local Yocal Farm-to-Market,33.19847444398111,-96.6151300288593,Farmers Market
West Allen,33.08,-96.61,Sam's Club,33.05555890906369,-96.69154854570105,Warehouse Store
West Allen,33.08,-96.61,Hobby Lobby,33.0175628,-96.7156956,Fabric Shop
West Allen,33.08,-96.61,Academy Sports + Outdoors,33.05191756694998,-96.69837176799774,Sporting Goods Shop
West Allen,33.08,-96.61,Georgia's Farmers Market,33.01958794243338,-96.70216718301775,Farmers Market
